formation info	Avez vous suivi une formation en informatique durant votre formation initial	Avez vous suivie une formation en dehors de votre formation initial	type formation info	Avez vous suivi un MOOC ?	Avez vos suivi une formation en presentiel ?	Avez vous suivi une formation hybride ?	Avez vous suivi une formation avec des amis ?	Avez vous suivi une formation en ligne hors mooc ?	formation magist ere	Y a t il une formation en informatique dans votre département ?	Avez vou suivi une formation en informatique durant votre magistère ?	Class Code	temps rencontre	capacit e r esolution pb	insertion pro	citoyen num erique	Cet enseignement fait partie des mission	Cet enseignement est utile aux apprentis	facilit e mise en oeuvre	objectifs faciles	a l aise avec les connaissances	enseignement code	d ecision enseignement	Avez vous décidé d'enseigner le code a la suite d'une réflexion collective ?	Avez vous décidé d'enseigné a la suite d'une sollicitation institutionnelle ?	Avez vous décide de faire cet enseignement par vous même ?	coll egues enseignent code	mat eriel pour enseigner	utilisation REL	forum	suivi formation en ligne	suivi MOOC	domaines MOOC	Vous avez suivi un mooc dans le domaine du droit, économie, sciences politiques ?	Vous avez suivi un mooc dans d'autres le domaine ?	Vous avez suivi un mooc dans le domaine de l'enseignement ?	Vous avez suivi un mooc dans le domaine de la Sciences et technologies ?	Vous avez suivi un mooc dans le domaine de lettres langues sciences humaines et sociales?	Vous avez suivi un mooc dans le domaine de la santé ?	Vous avez suivi un mooc dans le domaine de l'informatique ?	raison non inscription MOOC	ecriture prog	definition pens ee info	prog affichage	prog tri	d eplacement robot	usages num erique	Avez vous regarder des videos ?	Avez vous ecouter/t el echarger de la musique ?	Avez vous participez a des réseaux sociaux ?	Vous avez déjà acheté en ligne ?	mettre en ligne	Avez vous mit en ligne des contenus professionnels ?	Avez vous mit en ligne des contenus personnels ?	niveau classe	Avez vous une classe CP ?	Avez vous une classe grande section ?	Avez vous une classe CE1 ?	Avez vous une classe CE2 ?	Avez vous une classe CM2 ?	Avez vous une classe de CM1 ?	Avez vous une classe en moyenne section ?	Avez vous une classe en petite section ?	ann ees exp	d epartement	genre	option info	bac	DATE_SAISIE	NUMERO
Non	false	false												2	4	3	3	4	4	4	4	1	 a la suite d une r eflexion collective	true	true	false	Oui	3	2		Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Petite section;Grande section;Moyenne section	false	true	false	false	false	false	true	true	4	74	une femme	Non	4	02/07/2017 12:28	605
Non	false	false												3	2	1	4	4	4	4	4	4					Non	3	2	5	Non											4	Non	Non	Non	Non	Achat en ligne;Participation  a des r eseaux sociaux;Regarder des vid eos	true	false	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	Grande section;Moyenne section	false	true	false	false	false	false	true	false	5	74	une femme	Oui	1	02/07/2017 15:20	607
Non	false	false												2	2	1	1	1	4	1	4	2	de vous-m eme	false	false	true	Oui	3	1	5	Oui	2									1	5	Oui	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CM2	false	false	false	false	true	true	false	false	2	38	une femme	Non	4	02/07/2017 16:34	608
Oui en dehors de ma formation initiale	false	true	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			2	4	2	2	1	4	4	3	4					Non	3	3	3	Oui											2	Oui	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1;CM2	false	false	false	false	true	true	false	false	30	7	un homme	Oui	Un titre  etranger au baccalaur eat ou un  equivalent fran�ais (DAEU capacit e en droit validation d acquis)	02/07/2017 16:25	609
Non	false	false												3	2	1	4	4	2	4	4	4					Non	4	3	4	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CM1;CM2	false	false	false	false	true	true	false	false	19	38	une femme	Non	1	02/07/2017 17:20	610
Non	false	false												3	2	4	1	2	2	1	2	4					Non	2	2	5	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CM1;CM2	false	false	false	false	true	true	false	false	15	38		Non	1	02/07/2017 17:44	611
Non	false	false												2	2	1	4	4	2	4	2	2	 a la suite d une r eflexion collective	true	true	false	Oui	3	2	4	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE1;CE2	false	false	true	true	false	false	false	false	20	26		Non	1	02/07/2017 17:50	612
Non	false	false												3	4	1	1	4	4	1	1	1	de vous-m eme	false	false	true	Oui	1	3	4	Oui	2									1	4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CE1;CE2	false	false	true	true	false	false	false	false	17	7	une femme	Oui	4	02/07/2017 18:58	613
Non	false	false												1	2	1	1	1	2	1	1	1	de vous-m eme	false	false	true	Non	3	4	5	Oui	2									1	1	Non	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Petite section;Grande section;Moyenne section	false	true	false	false	false	false	true	true	15	74	un homme	Non	4	02/07/2017 19:21	614
Non	false	false												2	4	3	1	1	2	2	2	4						4	1	5	Oui	3										4	Non	Non	Non	Non									CE1;CE2	false	false	true	true	false	false	false	false	12	74	une femme	Non	4	02/07/2017 19:30	615
Non	false	false												2	2	1	4	1	2	4	2	3	de vous-m eme	false	false	true	Non	3	2	2	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CM2	false	false	false	false	true	true	false	false	15	26	une femme	Non	4	02/07/2017 20:34	616
Non	false	false												2	2	1	1	1	2	2	2	4					Non	3	2	5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	Petite section;Moyenne section	false	false	false	false	false	false	true	true	17	33	une femme	Non	3	02/07/2017 20:47	617
Non	false	false												2	2	1		4	4	4	2	3	 a la suite d une sollicitation institutionnelle	false	false	false	Oui	3	2	5	Oui	2									3	4		Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CP;CE2	true	false	false	true	false	false	false	false	15	73	une femme	Non	3	02/07/2017 20:55	618
Non	false	false												2	2	1	1	1	4	4	1	2	de vous-m eme	false	false	true	Non	3	2	3	Non											2	Non	Oui	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CE2	false	false	false	true	false	false	false	false	10	7	une femme	Non	1	02/07/2017 21:08	619
Non	false	false												1	2	3	3	1	1	1	4	2	de vous-m eme	false	false	true	Oui	2	2	3	Non											1	Non	Non	Non	Oui	Achat en ligne;Regarder des vid eos	true	false	false	true				CM1;CM2	false	false	false	false	true	true	false	false	18	38	une femme	Non	1	02/07/2017 21:24	620
Non	false	false												1	2	1	4	1	2	4	2	4					Non	4	1	4	Oui	2									1	4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CE1	false	false	true	false	false	false	false	false	18	38	une femme	Non	1	02/07/2017 21:30	621
Non	false	false												3	4	2	2	2	2	2	2	3	 a la suite d une sollicitation institutionnelle	false	false	false	Oui	3	1	5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CE2	false	false	false	true	false	false	false	false	8	74	une femme	Non	3	02/07/2017 21:36	622
Non	false	false												1	4	3	3	3	1	1	3	1	de vous-m eme	false	false	true	Oui	3	2	5	Non											2	Oui	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CM1;CM2	false	false	false	false	true	true	false	false	7	38	une femme	Non	1	02/07/2017 21:37	623
Non	false	false												4	2	1	1	1	2	4	2	1	de vous-m eme	false	false	true	Oui	2	4	5	Non											4	Non	Non	Non		Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Petite section	false	false	false	false	false	false	false	true	35	38	une femme	Non	1	02/07/2017 21:50	624
Non	false	false												2	2	1	4	4	4	1	4	4					Non	3	3	5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CE2	false	false	false	true	false	true	false	false	6	74	un homme	Oui	1	02/07/2017 21:53	625
Non	false	false												1	2	1	1	1	4		4	2	 a la suite d une sollicitation institutionnelle	false	false	false	Non	3	3	3	Oui	3										5	Non	Oui	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CM2	false	false	false	false	true	true	false	false	8	38	une femme	Non	1	02/07/2017 22:17	626
Non	false	false												3	2	1	2	2	2	2	4	4					Non	4	2	2	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CM1;CM2	false	false	false	false	true	true	false	false	20		un homme	Non	1	02/07/2017 22:31	627
Non	false	false												3	2	3			4		4	2					Oui	2	5	3	Oui											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Petite section;Moyenne section	false	false	false	false	false	false	true	true	9	33	une femme	Non	4	02/07/2017 22:27	628
Non	false	false												3	2	1	4	4	4	4	2	4					Non	3	4	5	Oui	3										4	Non	Oui	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Grande section;Moyenne section	false	true	false	false	false	false	true	false	30	47	une femme	Non	1	02/07/2017 22:53	629
Oui durant ma formation initiale	true	false	formation en pr esentiel	false	true	false	false	false	Non mais il en existe dans mon d epartement	true	false			3	2	3	1	4	2	2	4	4					Non	4	1	2	Oui	3										2	Oui	Oui	Oui	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CE1;CE2;CM2	false	false	true	true	true	false	false	false	7	26	une femme	Non	1	02/07/2017 22:57	630
Non	false	false												2	2	1	3	1	4	1	2	4					Non	4	3	3	Oui	3										1	Non	Oui	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	Grande section	false	true	false	false	false	false	false	false	33	74	une femme	Non	3	03/07/2017 06:31	631
Non	false	false												1	2	3	3	1	3	3	3	1	de vous-m eme	false	false	true	Non	1	2	2	Oui	3										5	Oui	Oui	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CE2	false	false	false	true	false	true	false	false	12	74	un homme	Non	Un titre  etranger au baccalaur eat ou un  equivalent fran�ais (DAEU capacit e en droit validation d acquis)	03/07/2017 07:12	632
Non	false	false												2	2	2	4	1	4	1	3	1	de vous-m eme	false	false	true	Non	2	3	2	Non											5	Non	Oui	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	false	CM2	false	false	false	false	true	false	false	false	33	73	un homme	Non	1	03/07/2017 08:05	633
Oui en dehors de ma formation initiale	false	true	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			1	4	3	1	1	1	1	3	1	 a la suite d une r eflexion collective	true	true	false	Oui	1	3	4	Oui	1	Informatique	false	false	false	false	false	false	true			Oui	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CM1;CM2	false	false	false	false	true	true	false	false	12	74	un homme	Non	1	03/07/2017 08:05	634
Oui durant ma formation initiale	true	false	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			2	2	4	4	1	4	4	3	4					Non	2	2	4	Oui	1	Informatique	false	false	false	false	false	false	true		3	Non	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1	false	false	false	false	false	true	false	false	37	38	un homme	Non	4	03/07/2017 08:11	635
Oui en dehors de ma formation initiale	false	true	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			2	2	1	3	4	4	1	1	2	 a la suite d une sollicitation institutionnelle	false	false	false	Oui	2	2	5	Oui	2									1	4	Non	Non	Non	Non	Achat en ligne;Regarder des vid eos	true	false	false	true				CM1;CE2;CM2	false	false	false	true	true	true	false	false	35	73	une femme	Non	1	03/07/2017 08:21	636
Non	false	false												2	2	3	1	4	2	2	2	4					Non	3	1	2	Oui	2									1	4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CM1;CE2;CM2	false	false	false	true	true	true	false	false	18	38	un homme	Non	1	03/07/2017 08:43	637
Non	false	false												2			1	3	4	4	1	2	de vous-m eme	false	false	true	Non	2	3	4	Oui	1	Enseignement;Informatique	false	false	true	false	false	false	true		2	Non	Oui	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM2	false	false	false	false	true	false	false	false	24	38	un homme	Non	3	03/07/2017 08:48	638
Non	false	false												2	2	1	1	4	4	4	2	3	 a la suite d une r eflexion collective	true	true	false	Non	2	2	5	Oui	1	Enseignement	false	false	true	false	false	false	false		4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1;CM2	false	false	false	false	true	true	false	false	1	26	une femme	Non	1	03/07/2017 09:09	639
Oui en dehors de ma formation initiale	false	true	formation avec des amis coll egues	false	false	false	true	false	Non il n en n existe pas dans mon d epartement	false	false			2	2	1	4	1	4	4	1	2	 a la suite d une r eflexion collective	true	true	false	Non	3	2	5	Non											4	Oui	Oui	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux	false	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM2	false	false	false	false	true	false	false	false	25	26	une femme	Non	4	03/07/2017 09:23	641
Oui en dehors de ma formation initiale	false	true	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			2	2	1	1	1	4	4	4	2	de vous-m eme	false	false	true	Non	3	2		Oui	3										4	Oui	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1;CM2	false	false	false	false	true	true	false	false	37	74	une femme	Non	1	03/07/2017 09:29	643
Non	false	false												2	4	2	2	1	2	2	2	2	de vous-m eme	false	false	true	Non	2	2	5	Non											1	Oui	Non	Non	Non	Achat en ligne;Participation  a des r eseaux sociaux;Regarder des vid eos	true	false	true	true	Rien de tout cela	false	false	CE1;CM1;CE2;CM2	false	false	true	true	true	true	false	false	4	73	une femme	Non	1	03/07/2017 09:00	644
Non	false	false												3	2	4	2	4	2	2	2	4					Non	4	3	5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1;CE2	false	false	false	true	false	true	false	false	18	74	une femme	Non	1	03/07/2017 09:40	645
Non	false	false												2	2	1	1	1	4	4	4	4					Non	3	2	1	Non											5	Non	Non	Non	Non	Achat en ligne;Participation  a des r eseaux sociaux;Regarder des vid eos	true	false	true	true	Rien de tout cela	false	false	CE1;CE2	false	false	true	true	false	false	false	false	1	73	une femme	Non	3	03/07/2017 10:34	647
Non	false	false												3	2	1	4	4	2	2	2	4					Non	3	2	2	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CM1;Moyenne section;CP;CE2;CM2	true	false	false	true	true	true	true	false	4	74	une femme	Oui	3	03/07/2017 11:45	648
Non	false	false												2	2	3	4	4	2	2	2	4					Non	4	2	4	Oui	2									1	4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1;CM2	false	false	false	false	true	true	false	false	1	74	une femme	Non	1	03/07/2017 11:46	649
Oui en dehors de ma formation initiale	false	true							Non il n en n existe pas dans mon d epartement	false	false			2	2	1	1	1	1	1	1	1	de vous-m eme	false	false	true	Oui	3	3	4	Non											5	Oui	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	Grande section;Moyenne section	false	true	false	false	false	false	true	false	2	74	un homme	Non	1	03/07/2017 11:51	650
Non	false	false												3	2	4	4	4	1	4	1	4					Non	3	2	5	Oui	2									1	1	Oui	Oui	Oui		Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CE1;CM1;CE2;CM2	false	false	true	true	true	true	false	false	11	73	une femme	Non	1	03/07/2017 11:54	651
Oui durant ma formation initiale	true	false	formation en pr esentiel	false	true	false	false	false	Non mais il en existe dans mon d epartement	true	false			2	4	3	3	3	1	3	3	2	de vous-m eme; a la suite d une r eflexion collective; a la suite d une sollicitation institutionnelle	true	true	true	Oui	2	2	3	Oui	2									3	2	Oui	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CE1;CP;CE2	true	false	true	true	false	false	false	false	20	33	une femme	Non	3	03/07/2017 11:53	652
Oui en dehors de ma formation initiale	false	true	formation avec des amis coll egues;formation en pr esentiel	false	true	false	true	false	Non il n en n existe pas dans mon d epartement	false	false			1	2	1	1	1	1	1	1	2	 a la suite d une r eflexion collective	true	true	false	Oui	2	2	4	Oui	2									3	4	Non	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1;CM2	false	false	false	false	true	true	false	false	33	74	un homme	Non	4	03/07/2017 11:56	653
Non	false	false												2	2	4	1	1	2	2	2	3	 a la suite d une r eflexion collective	true	true	false	Non	4	2	3	Oui	2									2	4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE2	false	false	false	true	false	false	false	false	20	38	une femme	Non	1	03/07/2017 12:04	654
Non	false	false												2	2	1	1	1	4	4	2	4					Non	4	3	3	Non											4	Non	Non	Non	Non	Achat en ligne;Regarder des vid eos	true	false	false	true				Grande section	false	true	false	false	false	false	false	false	20	74	une femme	Non	4	03/07/2017 12:04	655
Non	false	false												2	2		1	4	4	2	4	2	de vous-m eme	false	false	true	Non	2	3	4	Oui	3										1	Oui	Oui	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CM1;CE2;CM2	false	false	false	true	true	true	false	false	12	73	une femme	Non	1	03/07/2017 12:02	656
Non	false	false												3	2	1	1	1	2	2	2	4					Non	3	1	5	Oui	2									1	4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Petite section;Moyenne section	false	false	false	false	false	false	true	true	27	73	une femme	Non	3	03/07/2017 12:13	657
Non	false	false												1	2	1	1	4	2	2	2	4					Non	4	1	3	Oui	3										2	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1;CM2	false	false	false	false	true	true	false	false	11	26	une femme	Non	1	03/07/2017 12:24	658
Non	false	false												2	2	1	4	4	4	1	2	4					Oui	2	1	1	Oui	2									4	4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	Petite section;Moyenne section	false	false	false	false	false	false	true	true	10	38	une femme	Non	1	03/07/2017 12:40	660
Non	false	false												2	2	1	4	1	4	1	4	4					Non	2	3	5	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CE2	false	false	false	true	false	false	false	false	20	38	un homme	Non	1	03/07/2017 12:44	661
Non	false	false												3	2	4	4	4	4	4	4	4					Oui	3	3	5	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux	false	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CE1;Moyenne section	false	false	true	false	false	false	true	false	7	26	une femme	Non	1	03/07/2017 12:45	662
Non	false	false												4	4	1	4	4	2	2	2	4					Non	1	3	4	Oui											1	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE1;CM1;CE2;CM2	false	false	true	true	true	true	false	false	16	26	une femme	Non	3	03/07/2017 12:52	663
Non	false	false												2	2	1	1	3		4	4	4					Non	3	2	5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	Petite section;Grande section;Moyenne section;CP	true	true	false	false	false	false	true	true	14	73	une femme	Non	3	03/07/2017 14:26	665
Non	false	false												2	2	3	1	1	4	1	4	2	 a la suite d une r eflexion collective	true	true	false	Oui	2	3	3	Non											5	Non	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1;CM2	false	false	false	false	true	true	false	false	6	74	une femme	Non	1	03/07/2017 14:37	666
Oui durant ma formation initiale	true	false							Non il n en n existe pas dans mon d epartement	false	false			1	4	3	3	1	1	4	1	2	 a la suite d une r eflexion collective	true	true	false	Oui	1	1	2	Oui	2									4	5	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1;CM2	false	false	false	false	true	true	false	false	15	74	une femme	Non	1	03/07/2017 15:34	667
Oui durant ma formation initiale	true	false	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			2	2	1	1	4	4	4		4					Non	3	1	2	Non											3	Non	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	Moyenne section	false	false	false	false	false	false	true	false	1	38	une femme	Non	1	03/07/2017 15:49	668
Non	false	false												1	2	4	4	1	4	4	2	4					Non	3	3	5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CE1;CM1;CE2;CM2	false	false	true	true	true	true	false	false	8	74	une femme	Non	3	03/07/2017 16:12	669
Oui en dehors de ma formation initiale	false	true	MOOC;formation avec des amis coll egues	true	false	false	true	false	Non il n en n existe pas dans mon d epartement	false	false	Non vous n en n avez pas entendu parler		2	2	1	1	1	4	4	1	1	de vous-m eme	false	false	true	Non	3	2	2	Oui	1	Lettres langues sciences humaines et sociales;Enseignement;Informatique	false	false	true	false	true	false	true		3	Oui	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	false	CE1;CP	true	false	true	false	false	false	false	false	25	7	un homme	Non	1	03/07/2017 16:16	670
Non	false	false												3	2	1	1	4	4	4	4	3	 a la suite d une r eflexion collective	true	true	false		3	5	5	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CE2	false	false	false	true	false	false	false	false	15	38	une femme	Non	3	03/07/2017 17:01	671
Non	false	false												2	2	1	1	1	4	4	3	2	de vous-m eme	false	false	true	Non	2	3	5	Non											3	Oui	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1;CE2	false	false	false	true	false	true	false	false	7	26	un homme	Oui	1	03/07/2017 16:57	672
Non	false	false												3	2	4	2	2	2	2	2	4					Non	4	5	5	Non											1	Oui	Oui	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE1;CM1;CP;CE2	true	false	true	true	false	true	false	false	15	33	un homme	Non	3	03/07/2017 17:06	673
Non	false	false												2	2	1	1	1	4	4	4	3	de vous-m eme; a la suite d une r eflexion collective	true	true	true	Oui	2	1	3	Oui	3										4	Non	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CE1;CP	true	false	true	false	false	false	false	false	3	26	une femme	Non	3	03/07/2017 17:09	674
Non	false	false												2	2	1	1	1	4	4	4	1	de vous-m eme	false	false	true	Non	2	2	4	Oui	3										4	Oui	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE2	false	false	false	true	false	false	false	false	7	74	un homme	Non	1	03/07/2017 17:51	675
